order_item_id,order_id,product_id,quantity,unit_price,discount_percent,line_total
370,180,240,2,690.2,0,1380.4
371,180,57,4,690.32,5,2623.22
372,181,347,2,435.9,0,871.8
373,181,460,4,443.2,0,1772.8
374,181,485,1,604.08,10,543.67
375,181,149,3,631.76,0,1895.28
376,181,278,4,608.56,0,2434.24
377,182,140,3,837.68,5,2387.39
378,183,57,4,690.32,10,2485.15
379,184,49,2,870.39,0,1740.78
380,184,152,3,69.74,0,209.22
381,185,123,5,79.56,20,318.24
382,185,408,3,989.11,0,2967.33
383,185,456,3,696.02,15,1774.85
384,185,484,4,124.99,10,449.96
385,185,409,1,54.34,0,54.34
386,186,76,2,151.86,0,303.72
387,186,290,4,1031.24,0,4124.96
388,187,17,4,307.28,0,1229.12
389,187,229,4,822.85,10,2962.26
390,187,42,5,867.92,0,4339.6
391,187,15,1,374.6,20,299.68
392,188,144,4,262.15,0,1048.6
393,188,246,1,447.85,10,403.07
394,188,374,4,546.0,10,1965.6
395,189,144,3,262.15,0,786.45
396,190,244,1,693.54,0,693.54
397,191,13,3,289.91,5,826.24
398,192,446,1,515.26,0,515.26
399,192,32,1,513.69,5,488.01
400,192,468,4,573.14,0,2292.56
401,193,69,2,675.55,0,1351.1
402,193,465,1,379.86,0,379.86
403,193,342,3,173.18,0,519.54
404,194,447,1,628.4,0,628.4
405,195,20,5,631.48,0,3157.4
406,195,219,3,438.41,20,1052.18
407,196,260,4,620.93,15,2111.16
408,196,293,5,103.56,10,466.02
409,197,201,2,366.5,10,659.7
410,198,335,5,436.28,20,1745.12
411,199,384,4,359.13,10,1292.87
412,200,350,5,848.15,20,3392.6
413,200,224,3,381.94,10,1031.24
414,200,139,5,76.26,0,381.3
415,200,345,5,934.8,0,4674.0
416,201,209,2,212.01,0,424.02
417,201,155,4,284.18,5,1079.88
418,202,241,5,725.43,20,2901.72
419,202,466,4,434.58,20,1390.66
420,202,169,1,293.61,0,293.61
421,202,220,5,638.39,20,2553.56
422,202,478,2,452.33,0,904.66
423,203,33,5,861.65,5,4092.84
424,203,406,2,709.54,5,1348.13
425,204,337,1,219.41,15,186.5
426,205,10,3,33.09,15,84.38
427,206,450,1,67.74,10,60.97
428,206,181,4,87.69,0,350.76
429,207,471,2,715.19,0,1430.38
430,208,346,5,196.67,0,983.35
431,208,248,4,81.26,10,292.54
432,208,429,4,682.04,0,2728.16
433,208,118,1,34.17,15,29.04
434,208,493,3,587.16,0,1761.48
435,209,124,4,298.64,5,1134.83
436,209,263,1,586.04,0,586.04
437,210,295,4,462.64,0,1850.56
438,211,94,2,59.13,5,112.35
439,212,57,4,690.32,0,2761.28
440,212,102,4,497.18,20,1590.98
441,212,11,3,793.06,5,2260.22
442,212,91,2,646.8,0,1293.6
443,212,37,3,567.53,0,1702.59
444,213,361,3,711.74,5,2028.46
445,213,464,4,176.21,0,704.84
446,214,149,5,631.76,20,2527.04
447,215,248,2,81.26,15,138.14
448,215,264,5,407.94,15,1733.74
449,216,181,3,87.69,10,236.76
450,217,23,1,985.76,5,936.47
451,218,23,3,985.76,10,2661.55
452,218,364,4,892.73,0,3570.92
453,219,221,5,285.03,10,1282.64
454,219,186,2,667.83,0,1335.66
455,220,71,1,277.6,0,277.6
456,220,367,4,671.94,0,2687.76
457,221,335,1,436.28,20,349.02
458,222,161,2,150.97,10,271.75
459,223,494,3,412.2,20,989.28
460,223,135,4,491.45,5,1867.51
461,223,440,2,242.42,15,412.11
462,224,207,1,864.61,20,691.69
463,225,435,4,643.17,5,2444.05
464,226,475,2,803.37,5,1526.4
465,227,241,2,725.43,5,1378.32
466,227,403,1,481.17,0,481.17
467,228,29,5,169.1,10,760.95
468,229,290,3,1031.24,5,2939.03
469,229,16,5,516.28,20,2065.12
470,229,487,1,926.41,0,926.41
471,229,433,2,82.75,10,148.95
472,230,278,3,608.56,10,1643.11
473,230,170,1,644.32,0,644.32
474,230,424,1,109.24,0,109.24
475,230,108,2,421.1,0,842.2
476,231,416,2,264.75,20,423.6
477,231,63,5,398.94,0,1994.7
478,232,102,4,497.18,0,1988.72
479,233,143,2,820.89,0,1641.78
480,233,136,4,692.79,0,2771.16
481,233,89,5,93.79,10,422.06
482,234,401,3,775.29,15,1976.99
483,235,230,4,75.72,20,242.3
484,235,376,5,916.35,20,3665.4
485,235,213,1,143.6,0,143.6
486,236,90,4,716.79,15,2437.09
487,237,304,5,756.98,0,3784.9
488,237,336,2,193.74,20,309.98
489,237,392,4,1041.72,10,3750.19
490,237,440,2,242.42,10,436.36
491,237,17,1,307.28,5,291.92
492,238,80,5,189.59,5,900.55
493,238,220,5,638.39,0,3191.95
494,238,303,3,117.18,10,316.39
495,238,297,1,635.15,5,603.39
496,239,398,2,565.36,10,1017.65
497,239,170,4,644.32,0,2577.28
498,239,23,2,985.76,0,1971.52
499,240,97,3,393.76,15,1004.09
500,241,463,2,31.2,0,62.4
501,241,128,1,445.49,10,400.94
502,242,130,2,804.44,0,1608.88
503,243,488,1,375.65,20,300.52
504,243,242,1,63.07,0,63.07
505,244,160,5,268.13,20,1072.52
506,245,417,2,714.8,10,1286.64
507,245,490,5,92.49,15,393.08
508,245,21,2,329.9,10,593.82
509,245,306,1,919.43,0,919.43
510,245,81,3,382.56,0,1147.68
511,246,489,4,393.17,0,1572.68
512,246,400,3,1011.55,0,3034.65
513,246,312,2,967.86,0,1935.72
514,246,222,2,760.28,0,1520.56
515,247,475,5,803.37,15,3414.32
516,248,463,3,31.2,0,93.6
517,249,123,3,79.56,0,238.68
518,250,48,5,32.86,0,164.3
519,250,347,2,435.9,0,871.8
520,250,391,4,806.69,10,2904.08
521,251,378,1,609.72,20,487.78
522,251,452,1,616.1,0,616.1
523,251,371,1,278.93,20,223.14
524,251,372,5,302.91,10,1363.1
525,251,349,5,100.97,15,429.12
526,252,290,3,1031.24,15,2629.66
527,252,440,1,242.42,15,206.06
528,253,116,1,427.08,5,405.73
529,253,97,4,393.76,0,1575.04
530,254,383,2,356.27,5,676.91
531,255,353,3,196.07,0,588.21
532,255,309,1,486.02,5,461.72
533,256,353,3,196.07,0,588.21
534,257,145,2,189.26,0,378.52
535,258,78,3,673.01,5,1918.08
536,258,454,4,62.08,20,198.66
537,259,375,1,102.62,0,102.62
538,259,277,3,776.79,15,1980.81
539,260,174,5,382.0,0,1910.0
540,261,348,4,61.51,0,246.04
541,261,461,3,271.54,0,814.62
542,262,479,4,274.57,10,988.45
543,262,334,1,680.98,0,680.98
544,263,48,1,32.86,15,27.93
545,263,29,3,169.1,0,507.3
546,264,115,1,124.11,0,124.11
547,265,403,3,481.17,0,1443.51
548,266,206,1,759.04,0,759.04
549,266,401,5,775.29,10,3488.8
550,267,117,2,1077.08,15,1831.04
551,268,58,2,501.21,20,801.94
552,268,16,4,516.28,0,2065.12
553,268,50,5,90.84,20,363.36
554,268,98,1,75.61,0,75.61
555,269,415,4,170.27,5,647.03
556,269,211,4,564.21,0,2256.84
557,270,349,2,100.97,5,191.84
558,270,430,5,458.81,15,1949.94
559,270,72,5,700.72,0,3503.6
560,270,68,1,123.63,5,117.45
561,271,236,1,30.6,15,26.01
562,271,166,3,699.44,5,1993.4
563,271,148,3,267.64,0,802.92
564,271,246,2,447.85,0,895.7
565,272,82,1,614.87,20,491.9
566,272,87,2,202.15,20,323.44
567,272,365,2,818.43,15,1391.33
568,273,36,1,663.59,0,663.59
569,273,207,2,864.61,0,1729.22
570,274,61,1,354.06,20,283.25
571,275,157,1,851.49,20,681.19
572,276,230,2,75.72,20,121.15
573,277,84,2,568.46,0,1136.92
574,278,77,3,157.57,15,401.8
575,279,364,2,892.73,0,1785.46
576,279,77,1,157.57,20,126.06
577,280,91,1,646.8,20,517.44
578,281,414,1,379.15,0,379.15
579,281,82,1,614.87,10,553.38
580,281,274,5,366.97,20,1467.88
581,281,286,1,600.16,15,510.14
582,281,411,5,53.99,10,242.96
583,282,343,1,223.84,5,212.65
584,282,430,4,458.81,20,1468.19
585,283,29,2,169.1,0,338.2
586,284,179,1,595.6,15,506.26
587,285,446,1,515.26,0,515.26
588,286,254,1,741.66,0,741.66
589,286,190,3,428.24,0,1284.72
590,287,298,5,504.04,5,2394.19
591,287,412,1,611.04,5,580.49
592,287,360,5,164.97,10,742.36
593,287,351,2,348.22,20,557.15
594,288,468,3,573.14,0,1719.42
595,289,202,1,834.21,5,792.5
596,289,43,3,239.08,10,645.52
597,290,32,3,513.69,0,1541.07
598,290,332,2,370.43,0,740.86
599,291,133,5,177.29,0,886.45
600,291,358,5,362.12,15,1539.01
601,292,74,4,83.61,5,317.72
602,292,129,2,499.88,10,899.78
603,293,29,1,169.1,0,169.1
604,294,155,5,284.18,0,1420.9
605,294,211,1,564.21,15,479.58
606,295,212,5,82.79,5,393.25
607,295,169,1,293.61,15,249.57
608,296,449,3,213.11,0,639.33
609,296,243,5,142.34,0,711.7
610,296,242,1,63.07,20,50.46
611,296,171,4,770.69,0,3082.76
612,297,320,3,386.16,0,1158.48
613,297,270,1,378.19,15,321.46
614,297,72,4,700.72,5,2662.74
615,298,433,3,82.75,0,248.25
616,298,283,1,168.85,0,168.85
617,299,403,4,481.17,5,1828.45
618,300,430,3,458.81,15,1169.97
619,300,1,5,1116.32,10,5023.44
620,300,6,1,383.1,10,344.79
621,301,122,4,839.8,0,3359.2
622,301,56,2,103.98,15,176.77
623,301,12,3,114.97,20,275.93
624,301,279,2,395.84,0,791.68
625,302,171,5,770.69,15,3275.43
626,303,327,1,357.94,20,286.35
627,303,328,1,55.12,0,55.12
628,303,157,4,851.49,0,3405.96
629,303,163,5,653.2,15,2776.1
630,303,434,1,568.64,5,540.21
631,304,431,5,23.75,10,106.88
632,305,14,1,1142.22,0,1142.22
633,306,388,4,210.19,0,840.76
634,306,69,3,675.55,15,1722.65
635,307,324,5,1033.48,15,4392.29
636,307,9,2,147.77,0,295.54
637,308,470,1,98.7,10,88.83
638,308,371,4,278.93,20,892.58
639,308,365,3,818.43,5,2332.53
640,308,174,3,382.0,5,1088.7
641,309,28,5,848.51,0,4242.55
642,310,112,5,516.24,0,2581.2
643,311,45,5,336.42,5,1598.0
644,312,108,1,421.1,20,336.88
645,312,155,5,284.18,5,1349.86
646,313,258,4,101.71,20,325.47
647,313,178,5,95.89,0,479.45
648,313,351,2,348.22,10,626.8
649,313,291,5,340.34,20,1361.36
650,313,118,1,34.17,0,34.17
651,314,43,1,239.08,10,215.17
652,315,85,3,311.21,0,933.63
653,315,149,2,631.76,10,1137.17
654,316,341,2,646.59,20,1034.54
655,316,461,4,271.54,0,1086.16
656,317,205,1,264.33,0,264.33
657,317,158,2,260.6,0,521.2
658,318,110,5,303.43,0,1517.15
659,318,426,4,658.28,10,2369.81
660,319,21,5,329.9,0,1649.5
661,319,14,3,1142.22,10,3083.99
662,319,293,3,103.56,20,248.54
663,319,293,2,103.56,0,207.12
664,320,399,4,78.61,0,314.44
665,321,291,1,340.34,5,323.32
666,322,380,5,625.12,5,2969.32
667,322,298,1,504.04,0,504.04
668,323,46,4,603.64,0,2414.56
669,324,463,5,31.2,0,156.0
670,324,372,1,302.91,20,242.33
671,325,121,4,97.02,10,349.27
672,325,98,1,75.61,15,64.27
673,326,11,2,793.06,20,1268.9
674,326,6,4,383.1,0,1532.4
675,327,218,5,157.71,0,788.55
676,328,222,4,760.28,20,2432.9
677,329,62,4,1077.0,0,4308.0
678,329,419,5,717.84,0,3589.2
679,330,4,1,26.13,10,23.52
680,330,146,3,470.67,0,1412.01
681,330,15,2,374.6,10,674.28
682,331,42,5,867.92,10,3905.64
683,331,242,2,63.07,5,119.83
684,332,38,1,385.83,5,366.54
685,333,474,4,384.96,10,1385.86
686,334,70,5,420.2,10,1890.9
687,335,166,4,699.44,0,2797.76
688,335,405,5,813.68,0,4068.4
689,335,136,3,692.79,0,2078.37
690,336,233,5,237.15,5,1126.46
691,336,48,5,32.86,15,139.66
692,336,463,4,31.2,10,112.32
693,337,383,3,356.27,0,1068.81
694,337,160,5,268.13,10,1206.58
695,337,34,4,783.18,10,2819.45
696,337,241,5,725.43,0,3627.15
697,338,404,5,691.84,10,3113.28
698,339,196,4,712.42,15,2422.23
699,340,39,3,790.04,0,2370.12
700,341,428,3,577.96,0,1733.88
701,341,40,1,270.01,15,229.51
702,341,388,3,210.19,5,599.04
703,341,2,1,95.08,5,90.33
704,342,187,4,192.23,10,692.03
705,342,495,4,1053.25,5,4002.35
706,343,61,5,354.06,10,1593.27
707,343,251,2,436.41,0,872.82
708,343,376,4,916.35,5,3482.13
709,344,474,3,384.96,0,1154.88
710,344,120,3,176.7,0,530.1
711,344,85,3,311.21,5,886.95
712,345,252,5,74.69,10,336.1
713,345,349,5,100.97,0,504.85
714,345,363,1,595.33,0,595.33
715,345,295,2,462.64,0,925.28
716,346,240,5,690.2,0,3451.0
717,346,200,2,316.07,0,632.14
718,347,199,5,668.29,20,2673.16
719,348,323,1,1108.18,20,886.54
720,348,415,3,170.27,15,434.19
721,348,157,2,851.49,0,1702.98
722,349,264,5,407.94,15,1733.74
723,350,456,3,696.02,0,2088.06
724,350,415,5,170.27,0,851.35
725,350,464,2,176.21,15,299.56
726,350,428,5,577.96,10,2600.82
727,351,400,4,1011.55,0,4046.2
728,352,273,4,403.85,0,1615.4
729,352,321,2,201.93,0,403.86
730,353,357,5,589.5,20,2358.0
731,353,376,4,916.35,10,3298.86
732,353,315,4,668.87,15,2274.16
733,353,453,3,423.54,15,1080.03
734,354,465,4,379.86,0,1519.44
735,354,82,4,614.87,15,2090.56
736,355,381,2,74.82,0,149.64
737,356,110,1,303.43,10,273.09
738,356,480,4,755.2,15,2567.68
739,356,360,3,164.97,10,445.42
740,356,173,4,899.85,0,3599.4
741,357,225,2,599.8,15,1019.66
742,357,218,5,157.71,0,788.55
743,357,408,3,989.11,5,2818.96
744,357,352,3,237.65,15,606.01
745,357,208,5,517.29,0,2586.45
746,358,102,1,497.18,0,497.18
747,358,63,3,398.94,0,1196.82
748,358,454,1,62.08,10,55.87
749,359,88,1,673.17,0,673.17
750,359,442,4,662.23,0,2648.92
751,359,312,2,967.86,0,1935.72
