traffic_id,visit_date,customer_id,session_id,page_views,session_duration_minutes,traffic_source,device_type,converted,order_id
41,2023-01-12,317.0,SES000041,3,35,Referral,Mobile,False,
42,2024-11-24,,SES000042,4,8,Social,Mobile,False,
43,2024-05-24,615.0,SES000043,18,47,Paid,Mobile,False,
44,2023-04-24,,SES000044,8,18,Referral,Desktop,False,
45,2023-01-29,,SES000045,6,36,Paid,Desktop,True,
46,2023-10-27,199.0,SES000046,19,30,Referral,Mobile,False,
47,2023-06-27,,SES000047,16,11,Paid,Mobile,False,
48,2023-11-07,1164.0,SES000048,16,46,Organic,Mobile,False,
49,2024-01-03,,SES000049,17,41,Referral,Mobile,False,
50,2024-08-10,,SES000050,9,7,Organic,Mobile,False,
51,2024-07-13,,SES000051,5,60,Organic,Desktop,False,
52,2023-06-08,,SES000052,1,22,Social,Tablet,False,
53,2023-05-06,140.0,SES000053,8,39,Referral,Tablet,False,
54,2024-12-02,1457.0,SES000054,10,52,Social,Desktop,False,
55,2023-07-28,,SES000055,15,17,Referral,Desktop,False,
56,2024-11-13,241.0,SES000056,18,5,Referral,Desktop,False,
57,2024-05-16,1567.0,SES000057,12,54,Direct,Mobile,False,
58,2024-06-24,1896.0,SES000058,4,58,Organic,Mobile,False,
59,2024-06-23,1674.0,SES000059,16,3,Direct,Desktop,False,
60,2023-12-27,,SES000060,5,21,Paid,Mobile,False,
61,2023-04-10,931.0,SES000061,13,24,Organic,Desktop,False,
62,2024-07-25,,SES000062,11,17,Organic,Desktop,False,
63,2024-05-11,455.0,SES000063,7,3,Paid,Mobile,False,
64,2024-07-31,1267.0,SES000064,4,23,Social,Mobile,False,
65,2024-06-29,,SES000065,16,33,Social,Mobile,False,
66,2024-06-16,,SES000066,12,37,Referral,Desktop,False,
67,2023-11-05,794.0,SES000067,16,22,Organic,Tablet,False,
68,2023-11-18,235.0,SES000068,12,9,Social,Desktop,False,
69,2023-09-06,1481.0,SES000069,14,55,Organic,Tablet,False,
70,2023-03-01,807.0,SES000070,17,47,Direct,Tablet,False,
71,2023-03-04,,SES000071,1,29,Direct,Tablet,False,
72,2024-03-15,847.0,SES000072,8,60,Paid,Mobile,False,
73,2023-12-17,,SES000073,1,40,Referral,Mobile,True,
74,2024-05-03,1159.0,SES000074,3,46,Referral,Tablet,False,
75,2023-12-22,273.0,SES000075,13,29,Direct,Mobile,False,
76,2024-10-01,98.0,SES000076,13,52,Organic,Desktop,False,
77,2024-03-16,159.0,SES000077,7,27,Paid,Tablet,False,
78,2023-07-31,1932.0,SES000078,20,5,Social,Desktop,False,
79,2023-05-22,75.0,SES000079,18,49,Referral,Tablet,False,
80,2024-02-22,,SES000080,9,42,Referral,Mobile,False,
81,2023-02-08,,SES000081,6,37,Social,Tablet,False,
82,2024-08-26,1292.0,SES000082,5,41,Referral,Desktop,False,
83,2023-12-17,1495.0,SES000083,14,24,Organic,Desktop,False,
84,2024-11-25,1452.0,SES000084,11,4,Organic,Desktop,False,
85,2023-11-05,1121.0,SES000085,4,40,Organic,Mobile,False,
86,2023-08-29,1104.0,SES000086,19,44,Referral,Desktop,False,
87,2023-06-24,1912.0,SES000087,10,28,Direct,Mobile,False,
88,2024-01-30,1715.0,SES000088,8,15,Direct,Desktop,False,
89,2024-05-24,1530.0,SES000089,14,6,Direct,Desktop,False,
90,2024-02-23,669.0,SES000090,17,34,Paid,Tablet,False,
91,2024-09-13,,SES000091,11,33,Social,Tablet,True,
92,2023-06-29,1197.0,SES000092,13,10,Referral,Desktop,False,
93,2023-09-19,1246.0,SES000093,16,31,Organic,Tablet,False,
94,2023-06-12,16.0,SES000094,16,46,Paid,Tablet,False,
95,2024-09-29,267.0,SES000095,8,30,Direct,Desktop,False,
96,2023-03-03,915.0,SES000096,1,18,Referral,Desktop,False,
97,2023-02-21,,SES000097,9,28,Referral,Mobile,False,
98,2024-01-05,1690.0,SES000098,19,40,Organic,Desktop,False,
99,2023-12-17,,SES000099,18,21,Organic,Desktop,False,
100,2024-07-31,225.0,SES000100,2,12,Organic,Tablet,False,
101,2023-05-08,1116.0,SES000101,16,23,Organic,Mobile,False,
102,2024-11-24,1886.0,SES000102,4,26,Referral,Mobile,False,
103,2023-09-23,1497.0,SES000103,20,14,Organic,Mobile,False,
104,2024-02-27,,SES000104,17,17,Direct,Tablet,False,
105,2024-05-12,123.0,SES000105,19,8,Referral,Desktop,False,
106,2024-10-11,,SES000106,19,54,Paid,Tablet,False,
107,2024-04-20,1416.0,SES000107,6,43,Social,Desktop,False,
108,2023-06-14,1807.0,SES000108,2,51,Social,Mobile,False,
109,2024-01-11,1501.0,SES000109,9,13,Paid,Tablet,False,
110,2023-01-26,,SES000110,10,52,Referral,Mobile,False,
111,2023-02-08,1098.0,SES000111,14,53,Social,Tablet,False,
112,2023-06-11,,SES000112,12,41,Referral,Mobile,False,
113,2023-10-06,,SES000113,4,47,Direct,Mobile,True,
114,2023-08-01,,SES000114,13,55,Referral,Desktop,False,
115,2024-09-03,,SES000115,14,14,Organic,Tablet,False,
116,2024-05-08,,SES000116,10,11,Direct,Desktop,False,
117,2024-04-08,,SES000117,20,41,Paid,Tablet,False,
118,2024-01-27,,SES000118,16,13,Paid,Mobile,False,
119,2023-03-31,,SES000119,19,54,Organic,Desktop,False,
120,2023-03-22,,SES000120,6,18,Referral,Mobile,False,
121,2024-08-03,1732.0,SES000121,19,30,Social,Desktop,False,
122,2023-02-04,1467.0,SES000122,6,48,Social,Tablet,False,
123,2024-05-02,329.0,SES000123,15,44,Organic,Desktop,False,
124,2024-07-24,129.0,SES000124,13,5,Social,Mobile,False,
125,2023-01-13,1548.0,SES000125,12,45,Paid,Mobile,False,
126,2024-08-01,514.0,SES000126,10,15,Referral,Mobile,False,
127,2024-02-24,1448.0,SES000127,14,16,Organic,Desktop,False,
128,2023-01-26,,SES000128,17,37,Referral,Mobile,False,
129,2024-06-02,570.0,SES000129,8,55,Social,Tablet,False,
130,2023-01-04,1523.0,SES000130,9,51,Organic,Desktop,False,
131,2024-03-06,494.0,SES000131,16,21,Organic,Desktop,False,
132,2023-03-31,1256.0,SES000132,7,36,Direct,Tablet,False,
133,2024-04-18,1974.0,SES000133,13,55,Organic,Desktop,False,
134,2023-08-10,619.0,SES000134,12,44,Paid,Tablet,False,
135,2023-10-03,,SES000135,8,4,Organic,Desktop,False,
136,2024-12-28,1049.0,SES000136,19,9,Referral,Mobile,False,
137,2024-03-01,117.0,SES000137,14,2,Direct,Tablet,False,
138,2024-05-08,,SES000138,9,48,Direct,Mobile,False,
139,2024-01-07,1709.0,SES000139,15,7,Organic,Tablet,False,
140,2024-04-19,1905.0,SES000140,6,20,Direct,Desktop,False,
141,2023-11-21,,SES000141,17,44,Direct,Mobile,False,
142,2023-03-12,564.0,SES000142,17,33,Paid,Tablet,False,
143,2023-03-18,1915.0,SES000143,7,38,Paid,Tablet,False,
144,2023-04-26,,SES000144,4,54,Organic,Desktop,False,
145,2023-04-21,1084.0,SES000145,12,45,Social,Mobile,False,
146,2023-12-24,,SES000146,17,4,Organic,Desktop,False,
147,2024-08-25,1424.0,SES000147,4,5,Organic,Desktop,False,
148,2024-12-23,,SES000148,15,22,Social,Mobile,False,
149,2024-01-30,427.0,SES000149,1,12,Direct,Mobile,False,
150,2024-07-02,1109.0,SES000150,16,25,Social,Tablet,False,
151,2023-06-05,1133.0,SES000151,9,20,Organic,Desktop,False,
152,2023-04-26,942.0,SES000152,3,27,Direct,Tablet,False,
153,2023-09-22,558.0,SES000153,16,7,Referral,Desktop,False,
154,2024-07-22,1265.0,SES000154,13,44,Organic,Tablet,False,
155,2023-12-18,1596.0,SES000155,19,30,Direct,Tablet,False,
156,2023-06-01,,SES000156,6,15,Referral,Mobile,False,
157,2023-11-30,,SES000157,6,22,Social,Tablet,False,
158,2023-04-08,,SES000158,14,53,Social,Tablet,False,
159,2023-04-01,1663.0,SES000159,2,2,Referral,Desktop,False,
160,2024-07-08,1777.0,SES000160,4,51,Social,Mobile,False,
161,2024-04-14,,SES000161,10,48,Direct,Desktop,False,
162,2024-06-14,,SES000162,7,27,Social,Tablet,False,
163,2024-09-13,1126.0,SES000163,6,37,Paid,Mobile,False,
164,2023-09-09,446.0,SES000164,11,40,Social,Tablet,False,
165,2024-08-06,1557.0,SES000165,10,9,Social,Mobile,False,
166,2024-07-13,219.0,SES000166,9,48,Referral,Mobile,False,
167,2024-08-04,1642.0,SES000167,18,40,Paid,Tablet,False,
168,2023-02-28,,SES000168,2,33,Paid,Desktop,False,
169,2024-05-31,279.0,SES000169,18,13,Referral,Tablet,False,
170,2023-08-20,246.0,SES000170,15,22,Referral,Desktop,False,
171,2024-10-17,282.0,SES000171,8,38,Direct,Mobile,False,
172,2023-04-03,,SES000172,18,28,Paid,Tablet,False,
173,2024-10-05,581.0,SES000173,9,6,Organic,Tablet,False,
174,2024-07-12,,SES000174,17,57,Social,Tablet,False,
175,2024-07-22,777.0,SES000175,2,47,Referral,Tablet,False,
176,2024-02-10,1736.0,SES000176,12,14,Referral,Tablet,False,
177,2023-10-27,44.0,SES000177,3,18,Direct,Mobile,False,
178,2023-04-20,,SES000178,11,23,Organic,Mobile,False,
179,2024-03-09,1092.0,SES000179,8,33,Social,Desktop,False,
180,2023-02-12,,SES000180,18,21,Direct,Desktop,False,
181,2023-09-22,1955.0,SES000181,20,30,Referral,Mobile,False,
182,2023-01-20,,SES000182,12,57,Referral,Tablet,False,
183,2023-11-11,1832.0,SES000183,10,48,Direct,Tablet,False,
184,2024-05-20,1677.0,SES000184,5,16,Direct,Desktop,False,
185,2024-09-24,1294.0,SES000185,10,17,Social,Tablet,False,
186,2023-08-05,656.0,SES000186,7,7,Paid,Tablet,False,
187,2024-03-20,63.0,SES000187,13,4,Referral,Tablet,False,
188,2023-05-29,,SES000188,15,52,Social,Desktop,False,
189,2024-08-15,1722.0,SES000189,4,24,Direct,Tablet,False,
190,2024-07-02,,SES000190,17,50,Organic,Mobile,False,
191,2024-01-07,1804.0,SES000191,1,56,Referral,Tablet,False,
192,2023-07-06,1562.0,SES000192,16,56,Paid,Tablet,False,
193,2024-02-03,643.0,SES000193,16,44,Paid,Tablet,False,
194,2024-01-05,315.0,SES000194,20,43,Direct,Desktop,False,
195,2023-03-06,,SES000195,10,27,Referral,Desktop,False,
196,2023-10-24,,SES000196,10,44,Paid,Mobile,False,
197,2023-07-03,846.0,SES000197,12,49,Paid,Tablet,False,
198,2024-01-22,,SES000198,18,5,Social,Tablet,False,
199,2023-09-11,,SES000199,16,16,Organic,Tablet,False,
200,2023-02-26,1032.0,SES000200,9,55,Organic,Desktop,False,
201,2024-07-11,1075.0,SES000201,7,50,Direct,Desktop,False,
202,2024-02-22,1932.0,SES000202,18,32,Referral,Desktop,False,
203,2023-06-10,1448.0,SES000203,14,33,Direct,Tablet,False,
204,2024-08-04,,SES000204,19,8,Paid,Desktop,False,
205,2024-09-27,,SES000205,10,37,Referral,Mobile,False,
206,2024-03-15,246.0,SES000206,4,24,Paid,Tablet,False,
207,2023-05-18,,SES000207,1,20,Organic,Mobile,False,
208,2024-06-15,,SES000208,11,27,Organic,Tablet,False,
209,2023-04-08,581.0,SES000209,14,16,Organic,Desktop,False,
210,2024-07-27,1738.0,SES000210,5,17,Paid,Tablet,False,
211,2023-05-31,1168.0,SES000211,18,55,Paid,Mobile,False,
212,2023-08-03,,SES000212,14,27,Direct,Mobile,False,
213,2024-08-20,,SES000213,17,18,Direct,Mobile,False,
214,2024-11-04,1427.0,SES000214,10,48,Direct,Mobile,False,
215,2023-01-18,1424.0,SES000215,2,37,Direct,Desktop,False,
216,2023-03-11,1777.0,SES000216,6,4,Social,Desktop,False,
217,2024-06-04,,SES000217,16,50,Direct,Tablet,False,
218,2024-06-30,,SES000218,16,43,Social,Tablet,False,
219,2024-09-22,1497.0,SES000219,11,9,Organic,Desktop,False,
220,2023-10-18,951.0,SES000220,14,25,Social,Mobile,False,
221,2024-06-30,,SES000221,6,43,Direct,Mobile,False,
222,2023-03-28,390.0,SES000222,4,33,Direct,Desktop,False,
223,2024-12-29,,SES000223,7,14,Referral,Desktop,False,
224,2024-02-16,250.0,SES000224,11,20,Organic,Desktop,False,
225,2023-08-22,441.0,SES000225,3,20,Social,Mobile,False,
226,2023-11-06,,SES000226,3,11,Social,Mobile,True,
227,2024-07-26,981.0,SES000227,17,47,Organic,Desktop,False,
228,2024-07-20,451.0,SES000228,7,44,Referral,Mobile,False,
229,2023-04-06,,SES000229,4,50,Organic,Tablet,False,
230,2023-01-31,316.0,SES000230,16,48,Paid,Tablet,False,
231,2023-03-22,,SES000231,7,44,Referral,Tablet,False,
232,2023-06-28,,SES000232,15,27,Referral,Tablet,False,
233,2023-10-15,,SES000233,5,45,Paid,Tablet,False,
234,2024-12-24,,SES000234,6,45,Social,Tablet,False,
235,2024-04-18,1883.0,SES000235,20,12,Referral,Mobile,False,
236,2024-01-03,563.0,SES000236,16,12,Referral,Tablet,False,
237,2024-03-26,,SES000237,2,47,Social,Mobile,False,
238,2024-05-14,1013.0,SES000238,18,43,Organic,Mobile,False,
239,2024-04-28,720.0,SES000239,6,18,Organic,Tablet,False,
240,2024-09-29,762.0,SES000240,10,7,Social,Desktop,False,
241,2024-03-24,,SES000241,9,56,Paid,Desktop,False,
242,2024-10-02,1791.0,SES000242,12,14,Paid,Mobile,False,
243,2023-06-30,,SES000243,3,52,Social,Mobile,False,
244,2023-01-23,1117.0,SES000244,12,55,Organic,Tablet,False,
245,2024-11-13,1438.0,SES000245,14,56,Organic,Tablet,False,
246,2024-11-29,,SES000246,2,41,Paid,Mobile,False,
247,2023-12-21,,SES000247,10,1,Paid,Mobile,False,
248,2024-11-04,,SES000248,3,32,Social,Mobile,False,
249,2024-12-09,698.0,SES000249,6,5,Social,Desktop,False,
250,2024-06-07,15.0,SES000250,13,36,Paid,Tablet,False,
251,2024-06-30,1217.0,SES000251,8,42,Direct,Desktop,False,
252,2024-02-13,123.0,SES000252,14,38,Organic,Mobile,False,
253,2024-12-27,,SES000253,16,12,Paid,Tablet,False,
254,2024-01-01,153.0,SES000254,12,2,Organic,Mobile,False,
255,2023-03-08,1245.0,SES000255,13,46,Paid,Tablet,False,
256,2023-03-21,,SES000256,20,16,Social,Desktop,False,
257,2024-06-20,,SES000257,5,29,Direct,Desktop,False,
258,2023-08-22,,SES000258,7,50,Organic,Mobile,False,
259,2023-01-13,1796.0,SES000259,2,17,Referral,Mobile,False,
260,2024-04-24,894.0,SES000260,8,45,Organic,Desktop,False,
261,2023-05-30,,SES000261,7,54,Social,Mobile,False,
262,2023-10-17,1982.0,SES000262,9,37,Organic,Tablet,False,
263,2024-07-21,498.0,SES000263,16,33,Paid,Desktop,False,
264,2023-04-22,1437.0,SES000264,13,41,Paid,Tablet,False,
265,2023-05-22,1692.0,SES000265,6,21,Referral,Mobile,False,
266,2024-08-11,,SES000266,16,35,Referral,Mobile,False,
267,2024-08-23,1202.0,SES000267,8,53,Social,Desktop,False,
268,2024-01-16,,SES000268,13,4,Organic,Desktop,False,
269,2024-02-21,,SES000269,19,60,Paid,Mobile,False,
270,2023-11-14,1286.0,SES000270,14,15,Referral,Tablet,False,
271,2023-03-20,,SES000271,2,33,Paid,Tablet,False,
272,2024-03-25,1359.0,SES000272,1,34,Direct,Desktop,False,
273,2023-09-11,1253.0,SES000273,17,27,Direct,Tablet,False,
274,2024-02-22,,SES000274,19,37,Direct,Tablet,False,
275,2023-07-17,1876.0,SES000275,20,30,Referral,Tablet,True,870.0
276,2023-01-23,1751.0,SES000276,5,15,Paid,Mobile,False,
277,2024-02-28,,SES000277,5,54,Referral,Desktop,False,
278,2023-01-31,1237.0,SES000278,11,55,Referral,Desktop,False,
279,2023-04-15,,SES000279,4,56,Referral,Mobile,False,
280,2024-12-20,,SES000280,2,41,Referral,Mobile,False,
281,2023-12-25,1698.0,SES000281,17,57,Organic,Mobile,False,
282,2023-07-20,844.0,SES000282,6,23,Referral,Mobile,False,
283,2023-03-20,1085.0,SES000283,16,39,Social,Desktop,False,
284,2023-06-02,,SES000284,16,28,Referral,Mobile,False,
285,2024-07-29,,SES000285,6,54,Organic,Mobile,False,
286,2023-10-26,,SES000286,20,25,Social,Desktop,False,
287,2024-05-12,711.0,SES000287,13,28,Social,Mobile,False,
288,2023-03-09,851.0,SES000288,18,24,Organic,Tablet,False,
289,2023-04-27,,SES000289,16,29,Social,Mobile,False,
290,2023-01-09,,SES000290,10,6,Paid,Mobile,False,
291,2024-05-12,413.0,SES000291,16,10,Direct,Tablet,False,
292,2024-04-11,,SES000292,2,60,Referral,Desktop,False,
293,2023-09-22,1133.0,SES000293,19,13,Social,Desktop,False,
294,2024-06-10,1533.0,SES000294,7,50,Organic,Tablet,False,
295,2023-03-12,781.0,SES000295,13,55,Referral,Tablet,False,
296,2024-10-25,,SES000296,20,14,Direct,Tablet,False,
297,2023-09-20,97.0,SES000297,10,52,Referral,Tablet,False,
298,2023-05-25,444.0,SES000298,16,27,Paid,Desktop,False,
299,2023-08-14,,SES000299,13,52,Organic,Mobile,False,
300,2023-04-19,506.0,SES000300,4,25,Organic,Desktop,False,
301,2024-08-20,,SES000301,20,24,Direct,Desktop,False,
302,2023-08-01,,SES000302,4,29,Paid,Desktop,False,
303,2024-11-29,,SES000303,2,18,Direct,Desktop,False,
304,2024-09-08,1903.0,SES000304,17,40,Paid,Tablet,False,
305,2024-01-26,,SES000305,4,39,Organic,Mobile,False,
306,2023-04-03,,SES000306,1,53,Organic,Tablet,False,
307,2023-01-28,1714.0,SES000307,16,10,Organic,Desktop,False,
308,2023-05-24,,SES000308,8,15,Organic,Mobile,False,
309,2024-01-25,,SES000309,9,25,Organic,Tablet,False,
310,2024-12-02,206.0,SES000310,17,17,Social,Mobile,False,
311,2024-07-23,,SES000311,8,47,Direct,Desktop,False,
312,2024-03-15,353.0,SES000312,11,24,Direct,Tablet,False,
313,2023-12-16,777.0,SES000313,2,30,Organic,Mobile,False,
314,2024-12-04,1215.0,SES000314,20,55,Organic,Tablet,False,
315,2023-10-16,600.0,SES000315,6,39,Direct,Tablet,False,
316,2024-10-03,,SES000316,12,15,Paid,Desktop,False,
317,2024-07-01,506.0,SES000317,15,44,Direct,Tablet,False,
318,2024-03-15,1155.0,SES000318,12,34,Referral,Mobile,False,
319,2023-10-06,839.0,SES000319,3,7,Paid,Tablet,False,
320,2024-08-31,,SES000320,15,33,Social,Desktop,False,
321,2024-02-05,,SES000321,11,42,Referral,Mobile,False,
322,2024-08-09,1832.0,SES000322,16,27,Direct,Mobile,False,
323,2023-05-16,,SES000323,9,48,Social,Desktop,False,
324,2024-09-28,1526.0,SES000324,20,37,Referral,Desktop,False,
325,2023-11-05,1559.0,SES000325,17,25,Referral,Tablet,False,
326,2023-04-30,,SES000326,11,29,Paid,Desktop,False,
327,2023-10-27,880.0,SES000327,10,32,Paid,Tablet,False,
328,2024-06-03,969.0,SES000328,6,22,Social,Mobile,False,
329,2024-09-23,291.0,SES000329,19,35,Social,Desktop,False,
330,2024-06-20,1885.0,SES000330,11,53,Referral,Tablet,False,
331,2023-10-05,1680.0,SES000331,17,12,Organic,Tablet,False,
332,2024-10-22,1301.0,SES000332,5,9,Social,Desktop,False,
333,2023-04-27,,SES000333,9,10,Social,Desktop,False,
334,2023-04-30,,SES000334,18,13,Social,Desktop,False,
335,2023-12-09,392.0,SES000335,10,27,Referral,Desktop,False,
336,2024-11-09,189.0,SES000336,9,31,Direct,Mobile,False,
337,2024-12-29,,SES000337,17,43,Direct,Desktop,False,
338,2023-07-31,,SES000338,19,58,Social,Mobile,False,
339,2023-01-19,1607.0,SES000339,3,58,Social,Tablet,False,
340,2024-04-27,,SES000340,13,36,Organic,Desktop,False,
341,2024-03-04,,SES000341,5,2,Organic,Desktop,False,
342,2023-09-14,,SES000342,12,2,Referral,Desktop,False,
343,2023-03-11,,SES000343,14,42,Organic,Desktop,False,
344,2024-04-28,751.0,SES000344,17,50,Direct,Desktop,False,
345,2023-12-02,,SES000345,10,41,Social,Tablet,False,
346,2024-06-23,1542.0,SES000346,19,38,Paid,Desktop,False,
347,2023-10-03,,SES000347,18,18,Organic,Mobile,False,
348,2023-01-28,1214.0,SES000348,10,20,Paid,Mobile,False,
349,2024-11-10,,SES000349,11,53,Referral,Mobile,False,
350,2024-10-04,,SES000350,19,21,Referral,Mobile,False,
351,2024-05-13,279.0,SES000351,5,14,Organic,Mobile,False,
352,2023-01-30,426.0,SES000352,2,51,Direct,Tablet,False,
353,2024-07-24,854.0,SES000353,5,32,Referral,Mobile,False,
354,2023-01-11,660.0,SES000354,3,5,Direct,Desktop,False,
355,2024-05-26,,SES000355,10,47,Social,Mobile,False,
356,2023-11-11,1850.0,SES000356,5,41,Referral,Mobile,False,
357,2024-06-08,,SES000357,1,14,Paid,Tablet,False,
358,2023-05-16,,SES000358,12,30,Direct,Tablet,False,
359,2023-10-07,,SES000359,9,20,Direct,Desktop,False,
360,2024-12-28,,SES000360,6,40,Direct,Tablet,False,
361,2024-09-02,,SES000361,9,48,Direct,Mobile,False,
362,2023-01-26,,SES000362,12,14,Paid,Desktop,False,
363,2023-05-01,1134.0,SES000363,19,21,Social,Mobile,False,
364,2024-05-28,768.0,SES000364,9,32,Paid,Desktop,False,
365,2023-02-08,1544.0,SES000365,18,25,Referral,Tablet,False,
366,2024-02-26,,SES000366,14,40,Organic,Desktop,False,
367,2023-06-06,568.0,SES000367,13,23,Organic,Desktop,False,
368,2023-09-12,,SES000368,3,19,Direct,Desktop,False,
369,2024-10-29,,SES000369,8,31,Organic,Mobile,False,
370,2023-10-23,804.0,SES000370,1,10,Referral,Tablet,False,
371,2024-02-23,299.0,SES000371,9,37,Organic,Mobile,False,
372,2024-02-26,1938.0,SES000372,16,22,Paid,Desktop,False,
373,2024-11-18,,SES000373,16,51,Referral,Tablet,False,
374,2023-09-03,1160.0,SES000374,8,52,Paid,Mobile,False,
375,2023-03-25,,SES000375,9,56,Direct,Tablet,False,
376,2024-11-14,,SES000376,17,50,Social,Desktop,False,
377,2024-12-21,,SES000377,2,32,Paid,Desktop,False,
378,2023-04-07,,SES000378,11,53,Social,Mobile,False,
379,2024-08-22,,SES000379,1,39,Paid,Desktop,False,
380,2023-01-13,,SES000380,20,4,Social,Tablet,False,
381,2024-07-31,,SES000381,9,37,Social,Desktop,False,
382,2023-02-09,,SES000382,9,39,Paid,Tablet,True,
383,2023-01-09,488.0,SES000383,8,54,Paid,Mobile,False,
384,2023-07-18,599.0,SES000384,17,7,Organic,Mobile,False,
385,2023-02-02,182.0,SES000385,5,34,Organic,Mobile,False,
386,2024-04-03,,SES000386,4,4,Social,Mobile,False,
387,2023-07-19,1368.0,SES000387,17,24,Organic,Mobile,False,
388,2024-10-02,,SES000388,13,39,Social,Tablet,False,
389,2024-10-28,975.0,SES000389,15,30,Referral,Tablet,False,
390,2024-02-17,,SES000390,15,55,Social,Mobile,False,
391,2023-07-17,780.0,SES000391,18,8,Referral,Mobile,False,
392,2024-07-29,,SES000392,16,16,Organic,Mobile,False,
393,2024-07-09,1570.0,SES000393,6,3,Social,Mobile,False,
394,2024-11-29,,SES000394,20,13,Social,Tablet,False,
395,2023-04-07,297.0,SES000395,20,5,Paid,Desktop,False,
396,2023-07-18,,SES000396,12,2,Direct,Mobile,False,
397,2024-05-21,1580.0,SES000397,3,58,Organic,Tablet,False,
398,2024-01-16,,SES000398,14,31,Organic,Desktop,False,
399,2023-07-26,,SES000399,15,23,Direct,Mobile,False,
400,2023-05-19,824.0,SES000400,10,18,Social,Desktop,False,
401,2023-11-30,1500.0,SES000401,2,47,Direct,Mobile,False,
402,2023-11-11,108.0,SES000402,8,39,Referral,Tablet,False,
403,2024-12-18,408.0,SES000403,1,22,Referral,Tablet,False,
404,2024-05-23,1901.0,SES000404,10,38,Social,Mobile,False,
405,2023-03-09,655.0,SES000405,7,5,Organic,Mobile,False,
406,2024-11-16,,SES000406,12,55,Paid,Desktop,False,
407,2024-08-08,,SES000407,18,4,Organic,Mobile,False,
408,2023-02-02,,SES000408,9,36,Organic,Tablet,False,
409,2023-06-07,42.0,SES000409,16,41,Social,Mobile,False,
410,2023-12-28,1947.0,SES000410,10,21,Paid,Mobile,False,
411,2024-01-10,168.0,SES000411,14,21,Direct,Mobile,False,
412,2023-05-31,1983.0,SES000412,15,29,Referral,Mobile,False,
413,2023-06-10,1913.0,SES000413,9,2,Direct,Tablet,False,
414,2023-09-23,,SES000414,18,5,Direct,Desktop,False,
415,2024-10-02,603.0,SES000415,11,8,Organic,Tablet,False,
416,2024-07-22,996.0,SES000416,5,23,Organic,Tablet,False,
417,2024-11-25,,SES000417,11,54,Social,Tablet,False,
418,2024-05-07,,SES000418,12,53,Social,Desktop,False,
419,2023-04-03,1381.0,SES000419,1,4,Paid,Mobile,False,
420,2023-07-04,404.0,SES000420,8,59,Referral,Mobile,True,1964.0
421,2024-12-08,531.0,SES000421,13,44,Paid,Desktop,False,
422,2023-03-28,,SES000422,2,39,Organic,Mobile,False,
